C,SETP.WORLD,BILLING_AS_PAYMENTS_SUMMARY,AEMO,PUBLIC,2018/01/11,07:18:32,0000000290949890,,0000000290949886
I,BILLING,ASPAYMENT_SUMMARY,1,BILLING_WEEK,STATUS,REGIONID,LOWER6SEC,LOWER60SEC,LOWER5MIN,LOWERREG,RAISE6SEC,RAISE60SEC,RAISE5MIN,RAISEREG,RESTART,REACTIVE,LOADSHED,TOTAL_AS_PAYMENT
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk04,REVISE2,NSW1,46.864030,222.721850,1593.221060,132128.862690,40790.168920,17327.211710,44577.1095,97731.767180,68080.32,194839.68,0,597337.926940
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk04,REVISE2,QLD1,0,0,0,35283.806560,18200.032460,7929.176890,30359.082070,67334.745570,60312,0,0,219418.843550
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk04,REVISE2,SA1,0.045220,82.416190,0,292049.716880,8387.986760,6318.022270,3625.6774,275801.807230,34043.52,0,0,620309.191950
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk04,REVISE2,TAS1,21.741350,45.643390,54.896010,9511.888130,207463.594670,52459.193090,12405.946330,125303.500850,63315.84,0,0,470582.243820
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk04,REVISE2,VIC1,199.547790,839.479590,3152.277720,70419.879960,27043.603170,15803.379710,14215.791890,34475.156720,171716.16,0,0,337865.276550
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk05,REVISE2,NSW1,55.206970,304.474590,2298.237160,131722.830460,45640.254780,19264.980950,61290.939590,187521.037170,68080.32,194839.68,0,711017.961670
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk05,REVISE2,QLD1,0,0,7.375290,26608.912610,16367.4616,7449.652380,29035.126130,88089.854430,53801.58,0,0,221359.962440
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk05,REVISE2,SA1,0.448520,75.638950,0,14783.529820,7823.799990,5635.005910,8321.151980,53552.241290,33891.54,0,0,124083.356460
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk05,REVISE2,TAS1,32.901320,67.337620,177.836380,15896.951990,160145.686330,36118.379050,14897.060610,113072.440450,63315.84,0,0,403724.433750
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk05,REVISE2,VIC1,135.112520,641.166240,3681.0191,68438.422790,22783.581320,13173.695130,16448.771110,63527.711610,171716.16,0,0,360545.639820
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk06,REVISE2,NSW1,32.240660,169.344610,1705.567880,155434.223630,101994.960870,34025.143030,143415.293590,291364.059580,52073.34,194839.68,0,975053.853850
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk06,REVISE2,QLD1,395.161730,438.628790,489.112550,46135.120190,52210.728320,16315.520540,256209.3310,415135.712940,60312,0,0,847641.316060
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk06,REVISE2,SA1,0,28.794890,0.40,27606.976930,45968.146130,18564.923820,23889.454690,180823.934780,34043.52,0,0,330926.151240
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk06,REVISE2,TAS1,55.912620,122.440970,132.4528,41696.630860,415097.599090,37090.040030,97052.470120,155194.279010,63315.84,0,0,809757.6655
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk06,REVISE2,VIC1,83.816890,395.579770,2875.069510,81314.4633,76212.311320,25480.202670,212582.973720,419859.256990,171716.16,0,0,990519.834170
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk07,REVISE2,NSW1,46.499150,206.949730,1959.728440,226767.025430,77916.489110,31890.771110,86239.041420,263837.9591,68080.32,194839.68,0,951784.463490
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk07,REVISE2,QLD1,0,0,0,87539.804720,26992.980370,11629.392180,25085.354990,85375.646780,60312,0,0,296935.179040
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk07,REVISE2,SA1,0,54.353880,0,48715.698610,14543.286820,8405.520260,9962.320780,77506.260340,34043.52,0,0,193230.960690
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk07,REVISE2,TAS1,21.745740,49.222110,63.945190,22667.994540,171057.279580,32462.801950,16281.690610,113002.513580,63315.84,0,0,418923.0333
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk07,REVISE2,VIC1,143.115120,611.925650,2645.187130,145377.842120,31429.609330,15987.417260,20307.261060,40941.899670,171716.16,0,0,429160.417340
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk08,REVISE2,NSW1,52.057080,208.018140,2038.337250,221316.365030,216676.244490,64224.445880,73324.098860,211727.812760,68080.32,194839.68,0,1052487.379490
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk08,REVISE2,QLD1,0,0,0,83910.426020,84544.245130,25294.125820,51681.384040,82865.239330,60312,0,0,388607.420340
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk08,REVISE2,SA1,0.967970,50.972550,0,49900.3169,33634.761720,18056.957160,8865.329910,68649.604030,33891.54,0,0,213050.450240
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk08,REVISE2,TAS1,36.810140,72.001390,167.588370,37206.428470,214924.260660,37110.460620,4835.949970,143158.998130,63315.84,0,0,500828.337750
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk08,REVISE2,VIC1,188.546710,757.311760,3533.471840,180150.812280,90713.213530,36088.7886,20846.295610,53327.404410,171716.16,0,0,557322.004740
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk09,REVISE2,NSW1,51.359130,217.8404,1310.027270,224989.009550,90911.791970,30193.656190,62727.346350,176043.264160,68080.32,194839.68,0,849364.295020
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk09,REVISE2,QLD1,0,0,15.003320,42375.491010,28368.677960,9334.836210,40222.487160,80145.298910,60312,0,0,260773.794570
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk09,REVISE2,SA1,0.1621,70.578240,0,75364.050430,20748.432190,11069.982050,9360.416910,35617.119820,34043.52,0,0,186274.261740
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk09,REVISE2,TAS1,14.768680,35.622340,134.249270,27586.772890,201508.391590,29866.062050,5910.236280,122379.130890,63315.84,0,0,450751.073990
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk09,REVISE2,VIC1,175.1905,743.414530,4356.763320,191172.647850,50107.115170,23416.663610,20011.351620,62492.587340,171716.16,12425.1193,0,536617.013240
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk10,REVISE2,NSW1,79.854980,450.2707,1533.342090,288850.227680,89594.281820,33164.521660,68787.826140,115818.220490,68080.32,194839.68,0,861198.545560
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk10,REVISE2,QLD1,1041.167510,1493.775670,6170.098960,82615.125850,32475.022150,12285.087840,48371.280450,62384.527750,60312,0,0,307148.086180
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk10,REVISE2,SA1,1.906370,101.203850,0,156673.943650,13323.225050,8162.618550,6448.631710,124666.411120,33840.88,0,0,343218.8203
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk10,REVISE2,TAS1,15.483820,30.909940,80.474510,16914.148210,197701.890410,49658.719420,3525.477470,141968.633850,63315.84,0,0,473211.577630
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk10,REVISE2,VIC1,284.311430,1641.803810,5865.330370,221739.648720,51804.743850,25879.2516,22806.210850,41559.969420,171716.16,7550.975210,0,550848.405260
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk11,REVISE2,NSW1,87.217230,301.007160,1994.693140,570349.020450,166587.340430,43798.715210,63320.772820,293864.824110,68080.32,194839.68,0,1403223.590550
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk11,REVISE2,QLD1,0,0,4.046460,214707.299780,50893.745050,15187.362910,32649.566620,132504.086290,60312,0,0,506258.107110
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk11,REVISE2,SA1,4865.898360,115.390470,3.290750,242456.7425,48441.194460,20260.069050,9357.863340,229098.796650,34043.52,0,0,588642.765580
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk11,REVISE2,TAS1,158.255990,300.896860,131.446210,75085.334760,552605.496640,29903.214310,6283.922140,182868.862490,63315.84,0,0,910653.2694
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk11,REVISE2,VIC1,281.770120,1066.180260,4941.795520,66251.262260,91595.271090,33055.298230,20486.624080,116850.674330,171716.16,0,0,506245.035890
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk12,REVISE2,NSW1,129.872380,393.3513,2545.309210,488689.446830,419775.563270,189026.747110,277379.453380,410598.997010,68080.32,194839.68,0,2051458.740490
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk12,REVISE2,QLD1,46235.537250,16748.879720,66573.890160,174785.516940,158057.602050,71987.666770,126429.672350,209528.599650,60312,0,0,930659.364890
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk12,REVISE2,SA1,11.936670,114.450210,0,2020745.670170,106119.686710,72072.113750,46099.537390,2229970.554680,34043.52,0,0,4509177.469580
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk12,REVISE2,TAS1,548.259920,1030.392540,462.6111,89583.151820,246099.868690,56829.394580,3141.505940,190707.7785,63315.84,0,0,651718.803090
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk12,REVISE2,VIC1,274.414920,833.2625,6129.161480,35415.475770,190317.649720,97816.736090,76008.542590,183907.792460,97025.64,0,0,687728.675530
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk13,REVISE2,NSW1,91.854960,151.729860,2293.979760,467864.936930,210673.021820,114803.187790,50502.471030,409968.450390,68080.32,194839.68,0,1519269.632540
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk13,REVISE2,QLD1,6929.7998,3735.490750,357.1744,97051.526510,115936.810810,38372.931090,40850.356890,144278.1947,60312,0,0,507824.284950
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk13,REVISE2,SA1,38810.432620,95.042050,0,2865390.982610,44247.592180,36297.2464,5754.693610,2703097.115250,32625.04,0,0,5726318.144720
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk13,REVISE2,TAS1,55.818050,119.272820,1132.868950,97613.357990,695473.591380,40519.919980,9272.666880,179557.570530,63315.84,0,0,1087060.906580
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk13,REVISE2,VIC1,145.033840,280.5044,2460.096210,46876.484370,58874.304550,33959.136120,6688.350450,81002.6144,139573.80,0,0,369860.324340
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk14,REVISE2,NSW1,119.731960,656.658890,2649.396430,509775.583930,438924.604080,183528.402610,111643.368420,410879.936220,68080.32,194839.68,0,1921097.682540
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk14,REVISE2,QLD1,5.1250,25.60,25.1137,143157.796990,121800.770060,56805.860210,76845.926120,105286.086610,60312,0,0,564264.278690
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk14,REVISE2,SA1,3.7418,70.875130,0,15388.490370,34231.403590,17720.369280,8158.688140,25559.730480,21277.20,0,0,122410.498790
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk14,REVISE2,TAS1,36.103350,65.027950,649.683120,125339.136170,177628.626570,75813.989970,10814.093770,291758.1662,63315.84,0,0,745420.6671
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk14,REVISE2,VIC1,270.121440,1149.987270,4134.455960,72372.703350,170867.093810,82918.3869,19106.658050,84472.511180,170097.48,0,0,605389.397960
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk15,REVISE2,NSW1,91.856910,329.439880,1855.343760,550060.286330,797256.184770,345344.454720,161699.863190,350033.6827,0,194839.68,0,2401510.792260
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk15,REVISE2,QLD1,0,0,0,113499.945670,250040.335780,113610.028830,132173.018620,99693.901590,57625.16,0,0,766642.390490
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk15,REVISE2,SA1,0.0764,5.912260,0,15290.470450,62432.946750,43751.765310,10964.348660,19407.6454,33435.60,0,0,185288.765230
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk15,REVISE2,TAS1,61.524520,115.533180,515.2694,103656.114560,251871.506660,124799.270910,26663.390070,261189.679010,63315.84,0,0,832188.128310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk15,REVISE2,VIC1,330.482050,1169.9907,4136.020630,109234.053120,257949.401170,143777.513130,28182.197970,52237.750650,165472.68,0,0,762490.089420
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk16,REVISE2,NSW1,67.032340,380.270970,2125.252280,557989.2996,468381.151010,160216.900860,89969.997780,270298.285930,0,194839.68,0,1744267.870770
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk16,REVISE2,QLD1,0,0,0,112106.322040,173223.121810,65273.477960,97763.583420,101190.148680,60312,0,0,609868.653910
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk16,REVISE2,SA1,1597.7105,27.189970,0,3275120.428560,39506.1577,29284.852690,9417.645480,3572494.930710,33587.58,0,0,6961036.495610
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk16,REVISE2,TAS1,16.697950,34.973240,316.451150,85724.223690,163500.748330,114412.185770,3326.465890,231223.203660,63315.84,0,0,661870.789680
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk16,REVISE2,VIC1,313.828840,1313.242010,4204.055680,92278.687040,136419.175980,48842.427660,20950.911130,16874.180860,169635,0,0,490831.5092
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk17,REVISE2,NSW1,99.497630,339.835510,1929.4735,509742.5822,462963.134320,147764.651360,69451.596810,321256.518040,0,194839.68,0,1708386.969370
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk17,REVISE2,QLD1,0,0,2.333330,78663.8521,163679.199450,63253.6997,68176.702010,184293.491670,60312,0,0,618381.278260
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk17,REVISE2,SA1,7.368630,63.979440,0,21573.9420,62460.5456,35562.827450,10536.352160,34494.631410,33992.86,0,0,198692.506690
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk17,REVISE2,TAS1,5.351330,16.008620,397.9094,82367.486520,261211.216290,82476.000880,20226.433930,195420.017980,63315.84,0,0,705436.264950
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk17,REVISE2,VIC1,271.154470,985.724420,3657.497860,97766.786240,138228.781430,48388.091930,16200.596320,56749.9828,97719.36,25159.028110,0,485127.003580
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk18,REVISE2,NSW1,39.7896,154.013980,1832.362380,421917.337580,411135.673470,96385.0273,72087.3079,456338.465480,0,194839.68,0,1654729.657690
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk18,REVISE2,QLD1,6180.405150,10302.144070,2793.471830,98120.892770,192754.532830,48915.567040,65569.043010,251268.340880,60312,0,0,736216.397580
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk18,REVISE2,SA1,0,16.531340,0,11474.014540,64110.408660,29783.557690,11974.299220,30235.017440,34043.52,0,0,181637.348890
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk18,REVISE2,TAS1,8.407470,20.642050,425.945750,110878.055560,313409.069690,71804.238580,28983.777140,174807.365710,63315.84,0,0,763653.341950
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk18,REVISE2,VIC1,180.648630,583.545190,3338.040480,79443.948290,103867.634250,31944.452230,12211.744120,66610.902340,97488.12,0,0,395669.035530
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk19,REVISE2,NSW1,31.271770,36.0174,2001.861560,314062.448860,264326.459410,116437.843480,118721.074580,441645.342930,0,206857.054570,0,1464119.374560
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk19,REVISE2,QLD1,0,0,2.3250,60445.666330,159087.709990,69139.352630,99710.566650,214346.644670,60312,0,0,663044.265270
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk19,REVISE2,SA1,0.044330,0.795980,0,3930.361610,44377.526430,27702.890980,11886.762650,22244.803920,33992.86,0,0,144136.0459
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk19,REVISE2,TAS1,80.583820,176.768140,264.703940,104646.744550,302576.802630,38402.059710,29752.558060,135183.142290,63315.84,0,0,674399.203140
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk19,REVISE2,VIC1,145.738580,188.775920,2996.962920,48869.248540,108532.248480,64345.227080,24458.667520,65220.546980,169866.56,0,0,484623.976020
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk20,REVISE2,NSW1,31.677050,55.482070,2281.654830,286083.128790,303384.044250,127492.794760,285691.644060,276484.098380,0,258314.417380,0,1539818.941570
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk20,REVISE2,QLD1,0,0,0,62004.365970,151825.349860,60616.937030,107487.115270,180340.916310,60312,0,0,622586.684440
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk20,REVISE2,SA1,0.001650,2.718130,0,1635.627460,47859.484660,27865.042840,25433.778810,6661.089850,32473.06,0,0,141930.8034
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk20,REVISE2,TAS1,39.488340,82.036740,276.659490,99465.793570,187071.948320,41821.7149,89834.209760,182472.169990,63315.84,0,0,664379.861110
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk20,REVISE2,VIC1,154.661230,254.000920,2948.385780,38416.081030,118427.402340,74141.052730,63264.874750,38955.168430,171716.16,0,0,508277.787210
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk21,REVISE2,NSW1,44.692550,111.15,2035.474640,365582.576140,290507.935140,123791.3615,314554.958520,296976.9157,0,194839.68,0,1588444.744190
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk21,REVISE2,QLD1,0,0,0,92756.902330,83343.3756,34687.014960,99427.3053,121912.065180,60312,0,0,492438.663370
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk21,REVISE2,SA1,4580.236230,4.149640,0,414007.127280,30618.704390,22183.804330,21586.036590,470587.425630,27204.42,0,0,990771.904090
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk21,REVISE2,TAS1,29.585020,68.673010,406.661470,54306.674730,137244.695250,39362.181020,73050.020870,134150.574410,63315.84,0,0,501934.905780
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk21,REVISE2,VIC1,171.000070,410.003580,3174.460490,26047.882660,115036.874510,63775.591310,83693.664330,52640.4796,171716.16,0,0,516666.116550
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk22,REVISE2,NSW1,28.246530,55.507590,1868.087750,283160.365310,277476.260470,111266.987790,314125.885070,321981.7475,0,194839.68,0,1504802.768010
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk22,REVISE2,QLD1,0,0,0,106376.600580,96641.693880,32990.625010,113188.3713,228964.0905,60312,0,0,638473.381270
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk22,REVISE2,SA1,0,0.862590,0,2448.1705,52068.349970,25009.284460,37602.198440,15675.357390,33638.24,0,0,166442.463350
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk22,REVISE2,TAS1,24.839330,61.9449,195.112110,95680.799280,326730.642250,34652.725360,88142.644450,179842.150510,63315.84,0,0,788646.698190
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk22,REVISE2,VIC1,116.323970,247.090760,2951.640610,3896.835010,130406.0309,61249.133620,86337.062830,34159.5117,171716.16,0,0,491079.7894
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk23,REVISE2,NSW1,29.385260,42.411760,1893.9858,217950.811150,304558.855960,114679.055370,396665.323680,305050.729850,0,194839.68,0,1535710.238830
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk23,REVISE2,QLD1,0,0,0,75233.5790,108555.865320,37138.348240,184790.0407,215143.376230,60312,0,0,681173.209490
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk23,REVISE2,SA1,0,4.145590,0,1075.291150,64237.959470,39609.0901,57955.532280,11862.738010,33334.28,0,0,208079.0366
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk23,REVISE2,TAS1,15.983680,37.544510,250.242440,79833.678950,243951.665820,44616.470730,115413.796860,171678.497380,132713.78,0,0,788511.660370
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk23,REVISE2,VIC1,91.546950,165.946650,2901.430950,4958.189740,92899.848890,36270.765480,58579.672270,15544.339840,170559.96,0,0,381971.700770
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk24,REVISE2,NSW1,38.083470,72.866480,2118.367150,243989.306670,248663.414430,95274.004730,353242.266820,302449.500910,0,194839.68,0,1440687.490660
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk24,REVISE2,QLD1,0,0,0,61440.583030,74729.594060,30137.677430,178570.310210,186374.214370,60312,0,0,591564.3791
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk24,REVISE2,SA1,0,8.301390,0,214.092640,52410.050720,34680.340790,71001.344470,11842.892350,28977.52,0,0,199134.542360
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk24,REVISE2,TAS1,27.295110,55.7885,258.122030,103809.557790,368828.758510,48291.809110,96739.140190,199509.586030,63315.84,0,0,880835.897270
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk24,REVISE2,VIC1,96.745840,220.147410,2736.424430,1313.850690,65164.472540,24929.211460,37717.347250,9803.769540,171716.16,0,0,313698.129160
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk25,REVISE1,NSW1,35.2519,94.435550,2073.065570,247740.368260,154411.540070,61137.060690,442774.303830,294681.446240,61393.86,194839.68,0,1459181.012110
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk25,REVISE1,QLD1,0,0,0,93530.981530,34487.514870,14906.684290,225072.695370,202270.819970,60312,0,0,630580.696030
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk25,REVISE1,SA1,0,14.012810,0,1292.795840,25792.253220,17061.289820,20778.413580,11897.201820,33992.86,0,0,110828.827090
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk25,REVISE1,TAS1,10.940140,26.352810,132.697570,100926.409920,235958.723390,41426.613510,125937.717730,160384.776630,63315.84,0,0,728120.0717
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk25,REVISE1,VIC1,103.843630,333.2489,2748.596240,19955.8933,50233.934660,21652.149750,60242.315050,33204.445740,167322.60,0,0,355797.027270
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk26,REVISE1,NSW1,32.6221,74.446530,1987.813210,201804.415250,318059.208920,116992.1522,483395.143450,264162.366560,5354.32,195431.52,0,1587294.008220
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk26,REVISE1,QLD1,0,0,1.179560,78004.130070,86573.779970,29148.012940,239746.801160,215640.422290,60495.36,0,0,709609.685990
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk26,REVISE1,SA1,0,9.038640,0,356.575460,49481.150880,31111.551240,17402.5474,13946.481360,16820.30,0,0,129127.644980
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk26,REVISE1,TAS1,17.907740,35.272080,172.413380,103945.637230,258512.983230,38944.675060,151069.017940,173506.006650,63508.32,0,0,789712.233310
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk26,REVISE1,VIC1,91.3445,258.765660,3060.406890,29564.501530,69996.938560,26799.917440,55276.967860,72416.569580,172237.92,19116.125020,0,448819.457040
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk27,REVISE1,NSW1,29.732150,57.294830,2038.462310,244339.8313,360917.897410,132818.547460,469988.284690,327842.8456,69528.48,200323.552350,0,1807884.9281
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk27,REVISE1,QLD1,0,0,0,98413.369160,75997.948980,18306.421880,198658.286280,309318.025880,61595.52,0,0,762289.572180
D,BILLING,ASPAYMENT_SUMMARY,1,2017Wk27,REVISE1,SA1,0.0125,0.598810,0,327.025040,51214.076950,30596.056860,16225.763350,22439.703390,17384.64,0,0,138187.8769
